@relation unbalanced

@attribute WBN_GC_L_0.25 numeric
@attribute WBN_GC_H_0.25 numeric
@attribute WBN_GC_L_0.50 numeric
@attribute WBN_GC_H_0.50 numeric
@attribute WBN_GC_L_0.75 numeric
@attribute WBN_GC_H_0.75 numeric
@attribute WBN_GC_L_1.00 numeric
@attribute WBN_GC_H_1.00 numeric
@attribute WBN_EN_L_0.25 numeric
@attribute WBN_EN_H_0.25 numeric
@attribute WBN_EN_L_0.50 numeric
@attribute WBN_EN_H_0.50 numeric
@attribute WBN_EN_L_0.75 numeric
@attribute WBN_EN_H_0.75 numeric
@attribute WBN_EN_L_1.00 numeric
@attribute WBN_EN_H_1.00 numeric
@attribute WBN_LP_L_0.25 numeric
@attribute WBN_LP_H_0.25 numeric
@attribute WBN_LP_L_0.50 numeric
@attribute WBN_LP_H_0.50 numeric
@attribute WBN_LP_L_0.75 numeric
@attribute WBN_LP_H_0.75 numeric
@attribute WBN_LP_L_1.00 numeric
@attribute WBN_LP_H_1.00 numeric
@attribute XLogP numeric
@attribute PSA numeric
@attribute NumRot numeric
@attribute NumHBA numeric
@attribute NumHBD numeric
@attribute MW numeric
@attribute BBB numeric
@attribute BadGroup numeric
@attribute Outcome {Active,Inactive}

@data
-1.8225,1.6116,-2.1076,2.3216,-2.8529,3.177,-3.6852,4.0767,-0.826,1.3753,-1.7002,2.2136,-2.5939,3.1192,-3.4962,4.0445,-0.995,1.1557,-1.8181,2.0609,-2.6988,2.9869,-3.5966,3.9209,2.713,127.62,12,6,2,514.692,0,0,Inactive
-2.3549,1.612,-2.6122,2.3241,-2.9988,3.1822,-3.6852,4.0846,-0.826,1.3766,-1.7002,2.2176,-2.5939,3.126,-3.4962,4.054,-0.995,1.1576,-1.8181,2.0658,-2.6988,2.9947,-3.5966,3.9314,2.31,140.76,12,6,2,538.67,0,0,Inactive
-1.564,1.6116,-2.1076,2.3225,-2.8529,3.18,-3.6852,4.0822,-0.826,1.3753,-1.7002,2.2151,-2.5939,3.1231,-3.4962,4.0509,-0.995,1.1626,-1.8181,2.0705,-2.6988,2.9993,-3.5966,3.936,4.687,118.39,13,5,2,534.726,0,0,Inactive
-1.564,1.612,-2.1076,2.3251,-2.8529,3.1866,-3.6852,4.0935,-0.826,1.3762,-1.7002,2.2191,-2.5939,3.1309,-3.4962,4.0628,-0.995,1.1694,-1.8181,2.0816,-2.6988,3.0147,-3.5967,3.9558,5.017,118.39,11,5,2,575.134,0,0,Inactive
-1.564,1.6117,-2.1076,2.3229,-2.8529,3.1808,-3.6852,4.0836,-0.826,1.3755,-1.7002,2.2157,-2.5939,3.1242,-3.4962,4.0525,-0.995,1.163,-1.8181,2.0714,-2.6988,3.0007,-3.5966,3.9379,4.657,118.39,11,5,2,546.737,0,0,Inactive
-1.8084,1.6117,-2.1076,2.3227,-2.8529,3.1802,-3.6852,4.0826,-0.826,1.3757,-1.7002,2.2157,-2.5939,3.1238,-3.4962,4.0517,-0.995,1.1625,-1.8181,2.0705,-2.6988,2.9994,-3.5966,3.9363,3.155,127.62,15,6,2,550.725,0,0,Inactive
-2.3549,1.6121,-2.6122,2.3261,-2.9988,3.1879,-3.6852,4.0946,-0.826,1.378,-1.7002,2.2228,-2.5939,3.1358,-3.4962,4.0685,-0.995,1.1651,-1.8181,2.0777,-2.6988,3.0115,-3.5966,3.9531,3.91,125.98,11,6,1,599.757,0,0,Inactive
-2.3549,1.612,-2.6122,2.3251,-2.9988,3.1854,-3.6852,4.0905,-0.826,1.3767,-1.7002,2.2193,-2.5939,3.1303,-3.4962,4.0612,-0.995,1.1653,-1.8181,2.0766,-2.6988,3.0085,-3.5966,3.9483,3.825,131.53,13,5,2,558.704,0,0,Inactive
-1.5641,1.6114,-2.1076,2.3227,-2.8529,3.1811,-3.6852,4.0845,-0.826,1.376,-1.7002,2.2168,-2.5939,3.1258,-3.4962,4.0546,-0.995,1.1675,-1.8181,2.0745,-2.6988,3.0039,-3.5966,3.9415,4.099,109.6,10,5,1,553.128,0,0,Inactive
-2.2178,2.1767,-2.3467,2.3125,-2.5457,3.0393,-3.0728,3.8646,-0.7825,1.5206,-1.5823,2.189,-2.3888,2.9163,-3.1987,3.6988,-0.8335,1.433,-1.5596,2.0266,-2.3609,2.7876,-3.1698,3.6065,3.843,81.14,3,7,0,350.396,0,1,Inactive
-2.383,1.5795,-2.5255,2.3126,-2.8051,3.1066,-3.5362,3.9444,-0.8407,1.2199,-1.7081,2.008,-2.5833,2.8979,-3.4617,3.8059,-0.8774,1.1436,-1.6795,2.0269,-2.5399,2.9327,-3.4125,3.8454,4.086,52.61,5,4,1,398.89,1,0,Inactive
-2.4093,1.5491,-2.5298,2.0938,-2.7575,2.8985,-3.5316,3.7718,-0.7826,1.5364,-1.5874,2.3702,-2.408,3.2314,-3.2408,4.1065,-1.0875,1.0799,-1.9179,1.923,-2.7639,2.7946,-3.6177,3.6794,3.009,113.19,10,8,2,473.595,0,0,Inactive
-1.4996,1.5296,-1.8939,2.054,-2.6925,2.8604,-3.5316,3.7379,-0.7826,1.5362,-1.5874,2.3695,-2.408,3.2295,-3.2408,4.1033,-1.0875,1.1113,-1.9179,1.9399,-2.7639,2.8035,-3.6177,3.6829,2.544,103.96,10,7,2,457.596,0,0,Inactive
-2.4163,1.548,-2.5385,2.0791,-2.7681,2.8849,-3.5316,3.7621,-0.7826,1.5364,-1.5874,2.3702,-2.408,3.2312,-3.2408,4.1062,-1.0875,1.0784,-1.9179,1.9224,-2.7639,2.7945,-3.6177,3.6794,2.58,113.19,10,8,2,473.595,0,0,Inactive
-1.4996,1.5292,-1.8939,2.0513,-2.6925,2.8527,-3.5316,3.7264,-0.7826,1.5361,-1.5874,2.3686,-2.408,3.2273,-3.2408,4.099,-1.0875,1.0737,-1.9179,1.9085,-2.7639,2.7719,-3.6177,3.6492,2.504,103.96,8,7,2,435.59,0,0,Inactive
-1.4995,1.5478,-1.8938,2.073,-2.6925,2.8742,-3.5316,3.7519,-0.7826,1.5363,-1.5874,2.3698,-2.408,3.2304,-3.2408,4.1049,-1.0875,1.1035,-1.9179,1.9365,-2.7639,2.8046,-3.6177,3.6869,2.864,103.96,8,7,2,463.987,0,0,Inactive
-1.4655,1.497,-1.9561,1.9831,-2.7218,2.811,-3.5602,3.7086,-0.8391,1.2254,-1.7029,1.9841,-2.5739,2.8611,-3.4479,3.7587,-0.8632,1.1593,-1.6324,2.0507,-2.4814,2.9524,-3.3474,3.8579,5.159,67.29,6,2,1,376.525,1,0,Inactive
-1.5238,1.5029,-1.9563,1.9937,-2.7218,2.8052,-3.5603,3.6984,-0.8391,1.2394,-1.7029,1.9865,-2.5739,2.8585,-3.4479,3.7524,-0.925,1.1552,-1.6324,2.0429,-2.4814,2.9412,-3.3474,3.8434,2.022,101.59,5,4,1,383.517,0,0,Inactive
-1.47,1.4779,-1.9561,1.9606,-2.7218,2.7963,-3.5602,3.6912,-0.8391,1.2243,-1.7029,1.9798,-2.5739,2.8527,-3.4479,3.7462,-0.8632,1.1553,-1.6324,2.0427,-2.4814,2.9404,-3.3474,3.8419,3.511,70.53,7,3,1,383.561,0,0,Inactive
-2.3549,1.4809,-2.6122,1.9854,-2.9988,2.8129,-3.5602,3.7054,-0.8391,1.2315,-1.7029,1.9882,-2.5739,2.8619,-3.4479,3.7568,-0.8632,1.1567,-1.6324,2.046,-2.4814,2.9456,-3.3474,3.8491,3.53,80.43,6,2,1,352.459,0,0,Inactive
-1.8027,1.4776,-1.9563,1.9602,-2.7218,2.7969,-3.5602,3.6918,-0.8391,1.2244,-1.7029,1.9803,-2.5739,2.8533,-3.4479,3.7469,-0.8632,1.1551,-1.6324,2.0425,-2.4814,2.9403,-3.3474,3.8419,2.503,79.76,8,4,1,399.56,0,0,Inactive
-1.5268,1.4082,-1.9563,1.9271,-2.7218,2.7936,-3.5603,3.6896,-0.8391,1.2344,-1.7029,1.9807,-2.5739,2.8529,-3.4479,3.7462,-0.8632,1.1556,-1.6324,2.043,-2.4814,2.9407,-3.3474,3.8422,4.662,58.5,5,2,0,368.546,1,0,Inactive
-2.3916,1.4987,-2.5177,2.0463,-2.7499,2.8691,-3.5602,3.7506,-0.8391,1.2289,-1.7029,1.9903,-2.5739,2.8689,-3.4479,3.7679,-0.8632,1.1599,-1.6325,2.0514,-2.4814,2.9539,-3.3474,3.8606,5.224,76.52,6,3,1,412.942,0,0,Inactive
-1.4655,1.4973,-1.9561,2.0286,-2.7218,2.8613,-3.5602,3.7465,-0.8391,2.3347,-1.7029,2.4645,-2.5739,2.9037,-3.4479,3.776,-0.8632,1.1626,-1.6324,2.0545,-2.4814,2.9572,-3.3474,3.8638,5.041,67.29,5,2,1,400.906,1,0,Inactive
-1.4655,1.497,-1.9561,1.9868,-2.7218,2.8155,-3.5602,3.7123,-0.8391,1.2262,-1.7029,1.9851,-2.5739,2.8619,-3.4479,3.7591,-0.8632,1.1609,-1.6324,2.0513,-2.4814,2.9525,-3.3474,3.8577,4.88,67.29,5,2,1,382.916,1,0,Inactive
-1.7717,1.6853,-2.2145,2.3963,-2.8726,3.282,-3.6864,4.2199,-0.8575,1.3444,-1.7546,2.2154,-2.6652,3.1658,-3.5816,4.1345,-0.9127,1.3382,-1.7402,2.2529,-2.6355,3.2174,-3.547,4.1918,3.871,58.1,2,3,0,323.396,1,0,Inactive
-1.5304,1.4772,-1.9089,2.1587,-2.703,2.9503,-3.5286,3.7875,-0.5365,1.544,-1.2536,2.39,-2.0612,3.2595,-2.8959,4.1381,-1.0838,1.0363,-1.9147,1.8345,-2.7593,2.6843,-3.6089,3.5534,1.956,94.75,8,5,0,370.519,0,0,Inactive
-2.4093,1.5488,-2.5298,2.0919,-2.7575,2.8988,-3.5296,3.7731,-0.7802,1.5364,-1.5815,2.3702,-2.399,3.2312,-3.2295,4.1064,-1.0874,1.0797,-1.9177,1.9232,-2.7634,2.7955,-3.6168,3.6808,3.431,113.19,11,8,2,473.595,0,0,Inactive
-1.4992,1.5297,-1.8892,2.0563,-2.6916,2.867,-3.5299,3.7465,-0.7802,1.5365,-1.5815,2.3705,-2.399,3.2316,-3.2295,4.1067,-1.0875,1.1102,-1.9179,1.9414,-2.7637,2.8078,-3.6172,3.6898,2.662,107.2,14,8,2,514.692,0,0,Inactive
-2.3918,1.5422,-2.5311,2.1365,-2.8059,2.933,-3.5299,3.7938,-0.7802,1.5365,-1.5815,2.3706,-2.399,3.2321,-3.2295,4.1078,-1.0875,1.0802,-1.9178,1.9246,-2.7637,2.7975,-3.6171,3.6833,1.787,122.42,9,9,2,487.578,0,0,Inactive
-1.4992,1.5299,-1.8894,2.077,-2.6918,2.9281,-3.5301,3.8285,-0.7802,1.5514,-1.5815,2.4031,-2.399,3.2836,-3.2295,4.1783,-1.114,1.119,-1.9449,1.9695,-2.7908,2.8526,-3.644,3.7517,0.497,172.5,11,10,3,522.649,0,0,Inactive
-1.4991,1.5477,-1.8891,2.0712,-2.6915,2.8724,-3.5299,3.7508,-0.7802,1.5362,-1.5815,2.3697,-2.399,3.2303,-3.2296,4.1049,-1.0875,1.0877,-1.9179,1.9309,-2.7637,2.8019,-3.6172,3.6859,2.785,103.96,9,7,2,443.569,0,0,Inactive
-2.4001,1.5315,-2.5286,2.0656,-2.7692,2.879,-3.5299,3.7578,-0.7802,1.5363,-1.5815,2.3699,-2.399,3.2306,-3.2295,4.1054,-1.0875,1.0872,-1.9178,1.9304,-2.7637,2.8015,-3.6171,3.6855,2.372,113.19,10,8,2,459.568,0,0,Inactive
-1.4991,1.5546,-1.8892,2.0812,-2.6916,2.8771,-3.5299,3.7534,-0.7802,1.5364,-1.5815,2.3702,-2.399,3.2313,-3.2295,4.1063,-1.0875,1.0831,-1.9179,1.9258,-2.7637,2.7966,-3.6172,3.6804,1.797,116.85,8,7,2,430.53,0,0,Inactive
-2.218,2.1767,-2.3471,2.3,-2.6917,2.9615,-3.5299,3.8128,-0.7802,1.5365,-1.5815,2.3706,-2.399,3.2322,-3.2295,4.1081,-1.0875,1.0812,-1.9178,1.9284,-2.7637,2.8034,-3.6171,3.6908,1.785,122.42,9,9,2,473.551,0,0,Inactive
-1.4992,1.5291,-1.8891,2.0513,-2.6916,2.8542,-3.5298,3.7282,-0.7802,1.536,-1.5815,2.3684,-2.399,3.2269,-3.2295,4.0984,-1.0875,1.0728,-1.9178,1.9077,-2.7637,2.7714,-3.6171,3.6489,1.577,103.96,8,7,2,407.536,0,0,Inactive
-1.4992,1.5291,-1.8891,2.0507,-2.6916,2.8528,-3.5298,3.7264,-0.7802,1.5359,-1.5815,2.3682,-2.399,3.2264,-3.2295,4.0976,-1.0875,1.0725,-1.9178,1.9067,-2.7637,2.7699,-3.6171,3.6469,1.559,103.96,9,7,2,395.525,0,0,Inactive
-2.3986,1.5575,-2.5263,2.1285,-2.7649,2.994,-3.5299,3.9012,-0.7895,1.5369,-1.6059,2.3735,-2.4282,3.2414,-3.2529,4.1281,-1.0875,1.126,-1.9179,2.0303,-2.7637,2.9457,-3.6172,3.8656,2.449,154.32,9,8,2,502.618,0,0,Inactive
-1.4994,1.3626,-1.9372,1.9532,-2.7551,2.8192,-3.5974,3.706,-0.7859,1.5392,-1.5881,2.3762,-2.4096,3.24,-3.2439,4.1174,-1.0815,1.1217,-1.9121,1.9605,-2.7606,2.8296,-3.6175,3.7139,2.638,66.07,4,5,0,396.512,1,0,Inactive
-1.5304,1.3466,-1.9349,2.1813,-2.7505,3.0725,-3.5937,3.9825,-0.7897,1.5417,-1.6192,2.3904,-2.4668,3.2758,-3.3256,4.1809,-1.0818,1.1133,-1.9157,2.0106,-2.771,2.9282,-3.637,3.8533,2.64,120.09,8,5,0,438.619,0,0,Inactive
-1.7741,1.6796,-2.246,2.3909,-2.9348,3.2827,-3.7235,4.2325,-0.8538,1.37,-1.7272,2.255,-2.613,3.2188,-3.5065,4.2023,-0.9622,1.3609,-1.7683,2.2996,-2.641,3.2809,-3.5323,4.2713,6.222,50.48,4,4,0,482.628,1,0,Inactive
-1.499,1.3625,-1.9399,1.9475,-2.7569,2.8058,-3.598,3.6844,-0.7803,1.5389,-1.5818,2.3744,-2.4,3.2353,-3.2317,4.1085,-1.0811,1.0734,-1.9113,1.9097,-2.7592,2.775,-3.6155,3.6539,2.36,66.07,7,5,0,352.5,1,0,Inactive
-2.4042,1.4442,-2.5394,2.1232,-2.806,2.9258,-3.3028,3.7629,-0.7993,1.2468,-1.6099,1.9461,-2.4248,2.7665,-3.2418,3.6201,-0.9203,1.1141,-1.6199,1.9486,-2.3899,2.804,-3.1886,3.6678,3.737,59.08,6,6,0,462.59,1,0,Inactive
-2.2575,1.9561,-2.3762,2.3947,-2.6249,3.0449,-3.1266,3.8244,-0.7755,1.2526,-1.5567,1.997,-2.3398,2.8341,-3.1238,3.6934,-0.8214,1.1473,-1.5003,1.9963,-2.2323,2.8619,-2.9831,3.7327,5.143,59.16,6,3,0,359.853,1,0,Inactive
-1.4713,1.4335,-1.8669,2.0446,-2.6689,2.9229,-3.4946,3.8262,-0.7978,1.537,-1.6167,2.3739,-2.4406,3.2399,-3.2665,4.122,-1.0951,1.1504,-1.9314,2.0463,-2.777,2.9528,-3.6258,3.8635,3.562,153.02,7,5,2,528.519,0,1,Inactive
-2.4001,1.4044,-2.5286,2.0093,-2.7691,2.8631,-3.4946,3.7377,-0.7702,1.5366,-1.547,2.3713,-2.3261,3.232,-3.1061,4.1051,-1.0951,1.0683,-1.9314,1.8691,-2.777,2.7123,-3.6258,3.5795,2.963,121.12,9,6,2,501.468,0,1,Inactive
-1.6157,1.3317,-1.9264,2.0079,-2.6689,2.8678,-3.4947,3.7469,-0.7767,1.5371,-1.5646,2.373,-2.3566,3.2359,-3.1506,4.1116,-1.0952,1.0962,-1.9314,1.9079,-2.777,2.7563,-3.6258,3.625,2.702,123.41,8,7,1,568.559,0,1,Inactive
-1.6176,1.3312,-1.9327,2.001,-2.6689,2.8588,-3.4946,3.7362,-0.7902,1.5369,-1.586,2.3724,-2.3838,3.2346,-3.1825,4.1095,-1.0952,1.1047,-1.9314,1.9206,-2.777,2.7669,-3.6258,3.632,3.525,106.34,7,6,1,554.576,0,1,Inactive
-2.4162,1.434,-2.5382,2.0873,-2.7715,2.9738,-3.4947,3.8783,-0.7895,1.5372,-1.6058,2.3745,-2.4281,3.2413,-3.2527,4.1244,-1.0951,1.1208,-1.9314,2.0188,-2.777,2.9271,-3.6258,3.8395,3.463,162.25,9,6,2,558.545,0,1,Inactive
-1.4727,1.4219,-1.8671,1.9824,-2.6691,2.8254,-3.4948,3.6931,-0.772,1.5362,-1.5495,2.3695,-2.3292,3.2275,-3.11,4.097,-1.0951,1.0687,-1.9312,1.8639,-2.7765,2.6902,-3.625,3.5439,2.073,111.89,7,5,2,392.546,0,0,Inactive
-2.4163,1.4222,-2.5385,1.9952,-2.7681,2.8381,-3.4948,3.7059,-0.761,1.5364,-1.5335,2.3699,-2.3099,3.2285,-3.088,4.0984,-1.0951,1.0045,-1.9312,1.8109,-2.7765,2.6574,-3.625,3.5246,1.974,121.12,9,6,2,422.572,0,0,Inactive
-1.4765,1.4019,-1.8671,1.9793,-2.6691,2.8245,-3.4948,3.6925,-0.7711,1.5363,-1.5477,2.3698,-2.3258,3.228,-3.1047,4.0977,-1.0951,1.1285,-1.9312,1.9271,-2.7765,2.7432,-3.625,3.5808,2.56,111.89,9,5,2,441.018,0,0,Inactive
-2.4163,1.6039,-2.5385,2.3265,-2.8442,3.2172,-3.7069,4.1505,-0.8597,1.5416,-1.7539,2.3935,-2.6632,3.2928,-3.58,4.2216,-1.105,1.2012,-1.9281,2.1321,-2.8041,3.0813,-3.7018,4.0388,2.418,106.09,8,7,1,483.59,0,0,Inactive
-1.9246,1.6073,-2.2879,2.3279,-2.8441,3.217,-3.7068,4.1485,-0.8597,1.5424,-1.7539,2.3952,-2.6632,3.295,-3.58,4.2237,-1.1048,1.2003,-1.9281,2.1301,-2.8041,3.0782,-3.7018,4.0346,1.516,122.89,6,6,1,444.513,0,0,Inactive
-2.3865,1.4447,-2.5274,2.1228,-2.7992,2.923,-3.3007,3.7581,-0.7993,1.2464,-1.61,1.9435,-2.425,2.7616,-3.2421,3.6133,-0.9202,1.1131,-1.6197,1.9461,-2.3899,2.7997,-3.1888,3.6618,2.594,59.08,4,6,0,420.509,1,0,Inactive
-2.4014,1.5519,-2.5338,2.1175,-2.794,2.8888,-3.2619,3.7158,-0.7838,1.2499,-1.573,1.947,-2.3645,2.7529,-3.1574,3.5915,-0.9868,1.1105,-1.6118,1.9345,-2.2956,2.7767,-3.0473,3.6271,3.865,67.87,7,6,1,422.525,1,0,Inactive
-1.774,1.6805,-2.2443,2.392,-2.93,3.2806,-3.7163,4.2265,-0.8538,1.3672,-1.7267,2.2477,-2.612,3.2077,-3.5048,4.1876,-0.9591,1.36,-1.7644,2.296,-2.6365,3.2742,-3.5272,4.2614,5.664,56.03,7,3,1,415.537,1,0,Inactive
-2.4014,1.6809,-2.5337,2.3951,-2.93,3.2869,-3.7163,4.2351,-0.8538,1.3682,-1.7268,2.2503,-2.612,3.2116,-3.5048,4.1927,-0.9592,1.3597,-1.7645,2.2957,-2.6366,3.2745,-3.5273,4.2626,5.328,74.49,8,5,1,447.535,0,0,Inactive
-1.7741,1.6807,-2.2443,2.3935,-2.93,3.2841,-3.7163,4.2318,-0.8538,1.3683,-1.7267,2.2508,-2.612,3.2126,-3.5048,4.1942,-0.9591,1.3607,-1.7644,2.2982,-2.6365,3.2781,-3.5272,4.2668,6.387,59.27,10,4,1,512.698,0,0,Inactive
-1.7741,1.6808,-2.2443,2.395,-2.93,3.2871,-3.7163,4.236,-0.8538,2.3348,-1.7267,2.4679,-2.612,3.2205,-3.5048,4.2006,-0.9591,1.3607,-1.7644,2.2984,-2.6365,3.2786,-3.5272,4.2679,5.542,62.51,9,5,1,517.649,0,0,Inactive
-1.774,1.6805,-2.2443,2.3922,-2.93,3.2812,-3.7163,4.2274,-0.8538,1.3675,-1.7267,2.2482,-2.612,3.2083,-3.5048,4.1883,-0.9591,1.3602,-1.7644,2.2963,-2.6365,3.2746,-3.5272,4.2618,5.849,56.03,7,3,1,435.955,1,0,Inactive
-1.7741,1.6801,-2.2444,2.3918,-2.9305,3.2838,-3.7173,4.2335,-0.8538,1.3698,-1.7269,2.2543,-2.6122,3.2176,-3.5052,4.2006,-0.9591,1.3606,-1.7644,2.2987,-2.6367,3.2795,-3.5276,4.2694,5.152,67.55,6,5,0,484.6,1,0,Inactive
-1.8185,1.6804,-2.2443,2.3906,-2.93,3.2765,-3.7163,4.2195,-0.8538,1.3669,-1.7267,2.2452,-2.612,3.2023,-3.5048,4.1793,-0.9591,1.3585,-1.7644,2.2909,-2.6365,3.2659,-3.5272,4.2501,3.95,65.26,9,4,1,383.492,1,0,Inactive
-2.4042,1.681,-2.5393,2.3965,-2.93,3.2891,-3.7163,4.2377,-0.8538,1.3685,-1.7267,2.2513,-2.612,3.2132,-3.5048,4.195,-0.9591,1.3601,-1.7644,2.2969,-2.6365,3.2765,-3.5272,4.2652,5.635,74.49,11,5,1,489.616,0,0,Inactive
-1.774,1.6805,-2.2443,2.3916,-2.93,3.279,-3.7163,4.2235,-0.8538,1.3676,-1.7267,2.2474,-2.612,3.2061,-3.5048,4.1845,-0.9591,1.3591,-1.7644,2.2929,-2.6365,3.2694,-3.5272,4.2549,5.252,59.27,9,4,1,450.627,1,0,Inactive
-2.218,2.1768,-2.3471,2.4009,-2.9305,3.2899,-3.7173,4.2394,-0.8538,1.3701,-1.7269,2.2546,-2.6122,3.2179,-3.5052,4.2009,-0.9591,1.3602,-1.7644,2.2977,-2.6367,3.2783,-3.5276,4.268,4.611,68.94,6,6,0,500.599,0,0,Inactive
-2.3865,1.681,-2.5272,2.3959,-2.93,3.2878,-3.7163,4.2358,-0.8538,1.3683,-1.7267,2.2505,-2.612,3.2119,-3.5048,4.1931,-0.9591,1.3598,-1.7644,2.2961,-2.6365,3.2751,-3.5272,4.2633,4.789,74.49,9,5,1,461.562,0,0,Inactive
-1.774,1.6806,-2.2443,2.3927,-2.93,3.2821,-3.7163,4.2284,-0.8538,2.3347,-1.7268,2.464,-2.612,3.2118,-3.5048,4.1899,-0.9592,1.3598,-1.7645,2.2956,-2.6366,3.2736,-3.5273,4.2606,5.23,56.03,6,3,1,405.473,1,0,Inactive
-2.4001,1.6807,-2.5286,2.3933,-2.93,3.2831,-3.7163,4.2297,-0.8538,1.3676,-1.7268,2.2486,-2.612,3.2089,-3.5048,4.189,-0.9592,1.3596,-1.7645,2.2951,-2.6366,3.2733,-3.5273,4.2605,5.413,65.26,7,4,1,417.509,1,0,Inactive
-1.774,1.6803,-2.2443,2.3901,-2.93,3.2757,-3.7163,4.2184,-0.8538,1.3665,-1.7268,2.2444,-2.612,3.2013,-3.5048,4.178,-0.9591,1.3584,-1.7645,2.2905,-2.6366,3.2653,-3.5273,4.2492,4.6,56.03,6,3,1,353.466,1,0,Inactive
-2.401,2.3734,-2.534,2.7959,-2.7979,3.4352,-3.2499,4.1915,-0.7821,1.3627,-1.5775,2.0924,-2.3781,2.894,-3.1818,3.7242,-1.0338,1.0319,-1.7756,1.8321,-2.5558,2.6627,-3.3469,3.5067,4.113,84.75,8,8,1,468.598,0,0,Inactive
-2.3865,2.3734,-2.5271,2.7954,-2.7943,3.433,-3.2482,4.1868,-0.7821,1.3622,-1.5775,2.0901,-2.3783,2.8888,-3.182,3.7158,-1.0338,1.0299,-1.7756,1.8272,-2.5557,2.6543,-3.3468,3.4949,1.808,84.75,6,8,1,398.463,0,0,Inactive
-2.4097,1.6548,-2.5307,2.432,-2.7991,3.3362,-3.6366,4.2771,-0.7737,1.5426,-1.6279,2.4045,-2.5099,3.3244,-3.403,4.2747,-1.1097,1.1274,-1.9233,2.0691,-2.7922,3.0332,-3.678,4.0052,1.161,138.43,8,7,0,532.688,0,0,Inactive
-2.4099,1.5961,-2.531,2.3562,-2.865,3.2507,-3.6705,4.1769,-0.8671,1.3422,-1.765,2.1703,-2.6745,3.0864,-3.5892,4.0263,-0.9579,1.1755,-1.7751,2.1071,-2.6661,3.0539,-3.5749,4.0062,3.77,70,9,6,0,438.524,1,0,Inactive
-2.3864,1.5981,-2.527,2.3547,-2.8639,3.2444,-3.6685,4.1658,-0.867,1.3407,-1.7648,2.1638,-2.6741,3.0745,-3.5886,4.0092,-0.9579,1.1726,-1.7748,2.0999,-2.6654,3.0422,-3.574,3.9898,3.139,72.8,13,6,1,431.577,0,0,Inactive
-2.3864,1.5986,-2.527,2.3585,-2.8639,3.2525,-3.6685,4.1786,-0.867,1.3425,-1.7648,2.1706,-2.6741,3.0869,-3.5886,4.027,-0.9579,1.1811,-1.7748,2.112,-2.6654,3.0591,-3.574,4.0117,4.368,76.04,11,7,1,541.092,0,0,Inactive
-2.3864,1.5956,-2.527,2.3542,-2.8649,3.248,-3.6706,4.1738,-0.8671,1.3423,-1.7649,2.1705,-2.6743,3.0867,-3.5889,4.0267,-0.9579,1.1795,-1.7748,2.1113,-2.6656,3.0585,-3.5743,4.0112,4.574,64.01,7,6,0,477.605,1,0,Inactive
-2.3864,1.5956,-2.527,2.3528,-2.8649,3.2437,-3.6706,4.1662,-0.8671,1.3418,-1.7649,2.1667,-2.6743,3.0787,-3.5889,4.0147,-0.9579,1.1728,-1.7748,2.101,-2.6655,3.0443,-3.5743,3.993,1.95,79.23,6,7,0,430.501,0,0,Inactive
-2.3864,2.1435,-2.527,2.4729,-2.8649,3.2493,-3.6706,4.1702,-0.8671,1.3444,-1.7649,2.1702,-2.6743,3.0826,-3.5889,4.019,-0.9579,1.173,-1.7748,2.1015,-2.6656,3.0452,-3.5743,3.9944,1.887,90.31,9,8,0,445.516,0,0,Inactive
-2.3864,1.5979,-2.527,2.3543,-2.8639,3.2439,-3.6685,4.1652,-0.867,1.3402,-1.7649,2.1628,-2.6741,3.0733,-3.5886,4.0078,-0.9579,1.1728,-1.7748,2.1,-2.6654,3.0421,-3.5741,3.9895,4.121,69.56,7,5,1,400.519,1,0,Inactive
-2.3864,1.5984,-2.527,2.3568,-2.8639,3.2491,-3.6685,4.1731,-0.867,2.3347,-1.7649,2.4627,-2.6741,3.0851,-3.5886,4.0194,-0.9579,1.1784,-1.7748,2.1082,-2.6654,3.053,-3.5741,4.0032,3.595,69.56,8,5,1,412.461,1,0,Inactive
-2.3864,1.5955,-2.527,2.3535,-2.8649,3.2463,-3.6706,4.1711,-0.8671,1.3421,-1.7649,2.1691,-2.6743,3.0839,-3.5889,4.0226,-0.9579,1.1779,-1.7748,2.1084,-2.6656,3.0543,-3.5743,4.0057,3.677,64.01,7,6,0,449.551,1,0,Inactive
-2.3864,1.5957,-2.527,2.3553,-2.8649,3.2497,-3.6706,4.1758,-0.8671,2.3347,-1.7649,2.4661,-2.6743,3.0945,-3.5889,4.0302,-0.9579,1.1788,-1.7748,2.1102,-2.6656,3.0571,-3.5743,4.0094,3.838,64.01,7,6,0,467.541,1,0,Inactive
-2.3864,1.7471,-2.527,2.3567,-2.865,3.2465,-3.6706,4.1691,-0.8671,1.3424,-1.7649,2.168,-2.6743,3.0806,-3.5889,4.0171,-0.9579,1.1731,-1.7748,2.1018,-2.6656,3.0455,-3.5743,3.9947,2.526,87.07,9,7,0,444.528,0,1,Inactive
-2.261,1.8508,-2.3873,2.3144,-2.6379,3.0048,-3.2055,3.796,-0.7915,1.2352,-1.5956,1.9344,-2.4049,2.753,-3.2169,3.6008,-0.9477,1.1495,-1.7062,1.9401,-2.5009,2.7636,-3.3045,3.6025,4.419,107,9,6,1,522.461,0,2,Inactive
