@relation 'Reuters-21578 Corn ModApte Train-weka.filters.unsupervised.attribute.NumericToBinary-weka.filters.unsupervised.instance.RemoveFolds-S0-N5-F1'

@attribute Text string
@attribute class {0,1}

@data
'ICO EXPORTERS TO MODIFY NEW PROPOSAL International Coffee Organization (ICO)\nexporters will modify their new proposal on quota resumption\nbefore presenting it to importers tomorrow, ICO delegates said.\n    The change, which will be discussed tonight informally\namong producers, follows talks after the formal producer\nsession with the eight-member producer splinter group and will\naffect the proposed quota distribution for 12 months from April\none, they said.\n    The proposed share-out would still include shortfall\ndeclarations, they said.\n Reuter\n&#3;',0
'U.S. COMMERCIAL PAPER FALLS 375 MLN DLRS IN FEB 18 WEEK, FED SAYS\n ',0
'N.Y. BUSINESS LOANS FALL 195 MLN DLRS IN FEB 18 WEEK, FED SAYS\n ',0
'NEW YORK BANK DISCOUNT WINDOW BORROWINGS 64 MLN DLRS IN FEB 25 WEEK\n ',0
'NEW YORK BUSINESS LOANS FALL 195 MLN DLRS Commercial and industrial loans on the\nbooks of the 10 major New York banks, excluding acceptances,\nfell 195 mln dlrs to 65.06 billion in the week ended February\n18, the Federal Reserve Bank of New York said.\n    Including acceptances, loans declined 114 mln dlrs to 65.89\nbillion.\n    Commercial paper outstanding nationally dropped 375 mln\ndlrs to 336.63 billion.\n    National business loan data are scheduled to be released on\nFriday.\n Reuter\n&#3;',0
'N.Y. BANK DISCOUNT BORROWINGS 64 MLN DLRS The eight major New York City banks had\n64 mln dlrs in average borrowings from the Federal Reserve in\nthe week to Wednesday February 25, a Fed spokesman said.\n    The week marked the second half of the two-week bank\nstatement period that ended on Wednesday. The banks had no\nborrowings in the prior week.\n    Commenting on the latest week, a Fed spokesman said that\nall of the borrowing occurred yesterday and was done by fewer\nthan half of the banks.\n    National data on discount window borrowings are due to be\nreleased at 1630 EST (2130 GMT).\n\n Reuter\n&#3;',0
'PHILIPPINE LONG DISTANCE &lt;PHI> YEAR NET Shr primary 95.30 pesos vs 29.71 pesos\n    Shr diluted 61.11 pesos vs 18.49 pesos\n    Qtly div 1.25 pesos vs 1.25 pesos\n    Net 1.9 billion vs 779 mln\n    Revs 6.1 billion vs 4.7 billion\n    NOTE: Full name Philippine Long Distance Telephone Co.\n    Figures quoted in Philippine Pesos.\n    Dividend payable April 15 to holders or record March 13.\nExchange rate on day of dividend declaration was 20.792 pesos\nper dollar.\n Reuter\n&#3;',0
'LIBERTY ALL-STAR EQUITY FUND INITIAL DIV Qtly div five cts vs N.A.\n    Payable April two\n    Record March 20\n    NOTE:1986 dividend includes special two cts per share for\nthe period beginning with the fund\'s commencement of operations\non Novebmer three through December 31, 1986.\n Reuter\n&#3;',0
'COMBUSTION ENGINEERING INC &lt;CSP> REGULAR DIV Qtly div 25 cts vs 25 cts prior\n    Pay April 30\n    Record April 16\n Reuter\n&#3;',0
'TONKA CORP &lt;TKA> RAISES DIVIDEND Qtly div two cts vs 1.7 cts\n    Pay March 26\n    Record March 12\n Reuter\n&#3;',0
'BDM INTERNATIONAL &lt;BDM> INCREASES QTRLY DIVS Annual div Class A 14 cts vs 12 cts prior\n    Annual div Class B 12.1 cts vs 10.4 cts prior\n    Payable April one\n    Record March 20\n    NOTE: full name is BDM International Inc.\n Reuter\n&#3;',0
'SYSTEMATICS INC &lt;SYST> REGULAR PAYOUT Qtly div three cts vs three cts prior\n    Pay March 13\n    Record February 27\n Reuter\n&#3;',0
'U.S. M-1 MONEY SUPPLY RISES 2.1 BILLION DLRS IN FEB 16 WEEK, FED SAYS\n ',0
'&lt;IVACO INC> YEAR NET Shr 1.11 dlrs vs 1.04 dlrs\n    Net 44,092,000 vs 35,145,000\n    Revs 1.94 billion vs 1.34 billion\n    Note: 1986 results include extraordinary gain of 1,035,000\ndlrs or six cts a share from secondary share offering of Canron\nunit.\n Reuter\n&#3;',0
'U.S. BANK DISCOUNT BORROWINGS AVERAGE 310 MLN DLRS IN FEB 25 WEEK, FED SAYS\n ',0
'U.S. BANK NET FREE RESERVES 644 MLN DLRS IN TWO WEEKS TO FEB 25, FED SAYS\n ',0
'INVESTMENT FIRMS CUT CYCLOPS &lt;CYL> STAKE A group of affiliated New York\ninvestment firms said they lowered their stake in Cyclops Corp\nto 260,500 shares, or 6.4 pct of the total outstanding common\nstock, from 370,500 shares, or 9.2 pct.\n    In a filing with the Securities and Exchange Commission,\nthe group, led by Mutual Shares Corp, said it sold 110,000\nCyclops common shares on Feb 17 and 19 for 10.0 mln dlrs.\n Reuter\n&#3;',0
'ASCS TERMINAL MARKET VALUES FOR PIK GRAIN The Agricultural Stabilization and\nConservation Service (ASCS) has established these unit values\nfor commodities offered from government stocks through\nredemption of Commodity Credit Corporation commodity\ncertificates, effective through the next business day.\n    Price per bushel is in U.S. dollars. Sorghum is priced per\nCWT, corn yellow grade only.\n     WHEAT     HRW   HRS    SRW   SWW   DURUM\n Chicago       --    3.04   2.98  --    --\n Ill. Track    --    --     3.16  --    --\n Toledo        --    3.04   2.98  2.90  --\n Memphis       --    --     3.05  --    --\n Peoria        --    --     3.11  --    --\n Denver        2.62  2.63  --    --    --\n Evansville    --    --    2.99  --    --\n Cincinnati    --    --    2.96  --    --\n Minneapolis   2.65  2.71  --    --    3.70\n Baltimore/\n Norf./Phil.   --    --    3.06  2.98  --\n Kansas City   2.87  --    3.17  --    --\n St. Louis     3.03  --    3.03  --    --\n Amarillo/\n Lubbock       2.64  --    --    --    --\n               HRW   HRS   SRW   SWW   DURUM\n Lou. Gulf     --    --    3.16  --    --\n Portland/\n Seattle       3.07  3.08  --    3.10  3.70\n Stockton      2.78  --    --    --    --\n L.A.          3.23  --    --    --    4.05\n Duluth        2.65  2.71  --    --    3.70\n Tex. Gulf     3.10  --    3.16  --    --\n\n             CORN  BRLY  OATS  RYE   SOYB  SORG\n Chicago     1.47  --    --    --    4.81  2.49\n Ill. Track  1.49  2.04  --    --    4.85  2.52\n Toledo      1.41  2.04  1.50  --    4.78  2.39\n Memphis     1.59  1.95  1.71  --    4.90  2.86\n Peoria      1.51  ---   --    --    4.80  2.60\n Denver      1.56  1.56  --    --    --    2.54\n Evnsvlle    1.54  2.04  1.50  2.17  4.90  2.61\n Cinci       1.52  2.04  1.50  2.17  4.85  2.58\n Mpls        1.34  1.75  1.50  1.85  4.68  --\n Balt/Nor/\n Phil        1.70  1.80  --    --    4.98  3.12\n KC          1.49  1.56  1.64  --    4.76  2.58\n St Lo       1.54  --    1.66  --    4.90  2.91\n Amarlo/\n Lubbck      1.84  1.40  --    --    4.75  2.92\n Lou Gulf    1.73  --    --    --    5.05  3.12\n Port/\n Seattle     1.87  2.10  1.68  --    --    --\n Stockton    2.18  2.23  2.10  --    --    4.00\n LA          2.54  2.50  --    --    --    4.38\n Duluth      1.34  1.75  1.50  1.85  4.68  --\n Tex Gulf    1.73  1.48  1.73  --    5.05  3.12\n Reuter\n&#3;',1
'CORADIAN CORP &lt;CDIN> 4TH QTR NET Shr profit three cts vs loss three cts\n    Net profit 363,000 vs loss 197,000\n    Revs 3,761,000 vs 2,666,000\n    Year\n    Shr profit one cent vs loss 37 cts\n    Net profit 129,000 vs loss 1,715,000\n    Revs 11.4 mln vs 10.9 mln\n    Avg shrs 10,694,081 vs 4,673,253\n Reuter\n&#3;',0
' &#2;\nFEDERAL RESERVE WEEKLY REPORT 1 - FEB 26\n    Two weeks ended Feb 25      daily avgs-mlns\n Net free reserves.............644 vs.....1,337\n Bank borrowings...............680 vs.......425\n Including seasonal loans.......81 vs........56\n Including extended loans......299 vs.......265\n Excess reserves.............1,025 vs.....1,497\n Required reserves (adj)....55,250 vs....55,366\n Required reserves............N.A. vs......N.A.\n Total reserves...............N.A. vs......N.A.\n Non-borrowed reserves........N.A. vs......N.A.\n Monetary base................N.A. vs......N.A.\n                         \n     Two weeks ended Feb 25                   \n Total vault cash.............N.A. vs......N.A.\n Inc cash equal to req res....N.A. vs......N.A.\n     One week ended Feb 25      Daily avgs-Mlns\n Bank borrowings...............614 down.....131\n Including seasonal loans.......88 up........14\n Including extended loans......304 up........10\n Float.........................511 down.....320\n Balances/adjustments........2,101 down......67\n Currency..................206,490 down.....519\n Treasury deposits...........4,208 down......63\n\n Reuter\n&#3;\n\n',0
'N.Z. TRADING BANK DEPOSIT GROWTH RISES SLIGHTLY New Zealand\'s trading bank seasonally\nadjusted deposit growth rose 2.6 pct in January compared with a\nrise of 9.4 pct in December, the Reserve Bank said.\n    Year-on-year total deposits rose 30.6 pct compared with a\n26.3 pct increase in the December year and 34.5 pct rise a year\nago period, it said in its weekly statistical release.\n    Total deposits rose to 17.18 billion N.Z. Dlrs in January\ncompared with 16.74 billion in December and 13.16 billion in\nJanuary 1986.\n Reuter\n&#3;',0
' &#2;\nFEDERAL RESERVE MONEY SUPPLY REPORT - FEB 26\n    One Week Ended Feb 16\n M-1.........................736.7 up.......2.1\n Previous week revised to....734.6 From...734.2\n Avge  4 Weeks (Vs Week Ago).735.0 Vs.....733.5\n Avge 13 Weeks (Vs week Ago).731.8 Vs.....729.8\n Monthly aggregates (Adjusted avgs in billions)\n M-1 (Jan vs Dec)............737.6 Vs.....730.5\n M-2 (Jan vs Dec)..........2,820.1 Vs...2,798.4\n M-3 (Jan vs Dec)..........3,513.6 Vs...3,488.1\n L...(Dec vs Nov)..........4,141.5 Vs...4,110.5\n Domestic Debt(Dec vs Nov).7,604.4 Vs...7,519.8\n\n Reuter\n&#3;\n\n',0
' &#2;\nFEDERAL RESERVE WEEKLY REPORT 3 - FEB 26\n    One week ended Feb 25       daily avgs-mlns\n Govts bought outright....193,374 down....1,342\n Govts repurchases............nil unch.........\n Agencies bought outright...7,719 unch.........\n Agencies repurchases.........nil unch.........\n Acceptances repurchases......nil unch.........\n Matched sales..............4,920 vs......3,788\n Including sales with cust..4,369 vs......3,788\n Other Fed assets..........16,806 down....1,161\n Other Fed liabilities......6,421 up........178\n Other deposits with Fed......399 up.........26\n\n Reuter\n&#3;\n\n',0
' &#2;\nFEDERAL RESERVE WEEKLY REPORT 4 - FEB 26\n    One week ended Feb 25       Daily avgs-Mlns\n Foreign deposits.............219 down.......29\n Gold stock................11,059 unch.........\n Custody holdings.........168,348 down......366\n Federal funds rate avg......5.95 vs.......6.21\n    Factors on Wednesday, Feb 25\n Bank borrowings............1,239 vs........446\n Including extended credits....92 vs........298\n Matched sales..............8,250 vs......2,998\n Including sales w/cust.....4,392 vs......2,998\n Float........................935 vs......2,125\n                                               \n Reuter\n&#3;\n\n',0
'WORLD MARKET PRICE FOR UPLAND COTTON - USDA The U.S. Agriculture Department\nannounced the prevailing world market price, adjusted to U.S.\nquality and location, for Strict Low Middling, 1-1/16 inch\nupland cotton at 52.69 cts per lb, to be in effect through\nmidnight March 5.\n    The adjusted world price is at average U.S. producing\nlocations (near Lubbock, Texas) and will be further adjusted\nfor other qualities and locations. The price will be used in\ndetermining First Handler Cotton Certificate payment rates.\n    Based on data for the week ended February 26, the adjusted\nworld price for upland cotton is determined as follows, in cts\nper lb --\n Northern European Price               66.32\n      Adjustments --\n Average U.S. spot mkt location 10.42 \n SLM 1-1/16 inch cotton          1.80 \n Average U.S. location           0.53\n Sum of adjustments              12.75\n Adjusted world price            53.57\n Reuter\n&#3;',0
'SUGAR QUOTA IMPORTS DETAILED -- USDA The U.S. Agriculture Department said\ncumulative sugar imports from individual countries during the\n1987 quota year, which began January 1, 1987 and ends December\n31, 1987 were as follows, with quota allocations for the quota\nyear in short tons, raw value --\n            CUMULATIVE     QUOTA 1987\n              IMPORTS     ALLOCATIONS\n ARGENTINA        nil          39,130\n AUSTRALIA        nil          75,530\n BARBADOS         nil           7,500\n BELIZE           nil          10,010\n BOLIVIA          nil           7,500\n BRAZIL           nil         131,950\n CANADA           nil          18,876\n                           QUOTA 1987\n              IMPORTS     ALLOCATIONS\n COLOMBIA         103          21,840\n CONGO            nil           7,599\n COSTA RICA       nil          17,583\n IVORY COAST      nil           7,500\n DOM REP        5,848         160,160\n ECUADOR          nil          10,010\n EL SALVADOR      nil          26,019.8\n FIJI             nil          25,190\n GABON            nil           7,500\n                           QUOTA 1987\n              IMPORTS     ALLOCATIONS\n GUATEMALA        nil          43,680\n GUYANA           nil          10,920\n HAITI            nil           7,500\n HONDURAS         nil          15,917.2\n INDIA            nil           7,500\n JAMAICA          nil          10,010\n MADAGASCAR       nil           7,500\n MALAWI           nil           9,,100\n                           QUOTA 1987\n               IMPORTS    ALLOCATIONS\n MAURITIUS         nil         10,920\n MEXICO             37          7,500\n MOZAMBIQUE        nil         11,830\n PANAMA            nil         26,390\n PAPUA NEW GUINEA  nil          7,500\n PARAGUAY          nil          7,500\n PERU              nil         37,310\n PHILIPPINES       nil        143,780\n ST.CHRISTOPHER-\n NEVIS             nil          7,500\n                          QUOTA 1987\n                IMPORTS  ALLOCATIONS\n SWAZILAND          nil         14,560\n TAIWAN             nil         10,920\n THAILAND           nil         12,740\n TRINIDAD-TOBAGO    nil          7,500\n URUGUAY            nil          7,500\n ZIMBABWE           nil         10,920\n\n Reuter\n&#3;',0
'GRAIN SHIPS LOADING AT PORTLAND There were seven grain ships loading and\nsix ships were waiting to load at Portland, according to the\nPortland Merchants Exchange.\n Reuter\n&#3;',0
'MERIDIAN BANCORP INC &lt;MRDN> SETS REGULAR PAYOUT Qtly div 25 cts vs 25 cts prior\n    Pay April one\n    Record March 15\n Reuter\n&#3;',0
'U.S. BANK DISCOUNT BORROWINGS 310 MLN DLRS U.S. bank discount window borrowings\nless extended credits averaged 310 mln dlrs in the week to\nWednesday February 25, the Federal Reserve said.\n    The Fed said that overall borrowings in the week fell 131\nmln dlrs to 614 mln dlrs, with extended credits up 10 mln dlrs\nat 304 mln dlrs. The week was the second half of a two-week\nstatement period. Net borrowings in the prior week averaged 451\nmln dlrs.\n    Commenting on the two-week statement period ended February\n25, the Fed said that banks had average net free reserves of\n644 mln dlrs a day, down from 1.34 billion two weeks earlier.\n    A Federal Reserve spokesman told a press briefing that\nthere were no large single day net misses in the Fed\'s reserve\nprojections in the week to Wednesday.\n    He said that natural float had been \"acting a bit\nstrangely\" for this time of year, noting that there had been\npoor weather during the latest week.\n    The spokesman said that natural float ranged from under 500\nmln dlrs on Friday, for which he could give no reason, to\nnearly one billion dlrs on both Thursday and Wednesday.\n    The Fed spokeman could give no reason for Thursday\'s high\nfloat, but he said that about 750 mln dlrs of Wednesday\'s\nfloat figure was due to holdover and transportation float at\ntwo widely separated Fed districts.\n    For the week as a whole, he said that float related as of\nadjustments were \"small,\" adding that they fell to a negative\n750 mln dlrs on Tuesday due to a number of corrections for\nunrelated cash letter errors in six districts around the\ncountry.\n    The spokesman said that on both Tuesday and Wednesday, two\ndifferent clearing banks had system problems and the securities\nand Federal funds wires had to be held open until about 2000 or\n2100 EST on both days.\n    However, he said that both problems were cleared up during\nboth afternoons and there was no evidence of any reserve\nimpact.\n    During the week ended Wednesday, 45 pct of net discount\nwindow borrowings were made by the smallest banks, with 30 pct\nby the 14 large money center banks and 25 pct by large regional\ninstitutions.\n    On Wednesday, 55 pct of the borrowing was accounted for by\nthe money center banks, with 30 pct by the large regionals and\n15 pct by the smallest banks.\n    The Fed spokesman said the banking system had excess\nreserves on Thursday, Monday and Tuesday and a deficit on\nFriday and Wedndsday. That produced a small daily average\ndeficit for the week as a whole.\n    For the two-week period, he said there were relatively high\nexcess reserves on a daily avearge, almost all of which were at\nthe smallest banks.\n Reuter\n&#3;',0
